model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
noID imported from (data/javert/Figure 06.pnml);0;1;0;0;13;6;6;6;0.5514630897455953;1.4655712318767677;TRUE;1.0E-7;Log3 (from noID imported from (data/javert/Figure 06.pnml));0;1;0;26;100000;111;111;111;0.5489146186901334;1.4629846360573153;TRUE;1.0E-7;Log3 (from noID imported from (data/javert/Figure 06.pnml));0;1;0;26;100000;111;111;111;0.5489146186901334;1.4629846360573153;TRUE;1.0E-7
4bc47441-1c67-4869-91c0-56f2af8474b6;0;0;0;1;14;7;7;7;0.15416280032188331;1.112775684209403;TRUE;1.0E-7;Log3 (from noID imported from (data/javert/Figure 06.pnml));0;0;0;1;100000;7;7;7;0.15416280032947693;1.11277568421526;TRUE;1.0E-7;Log3 (from noID imported from (data/javert/Figure 06.pnml));0;0;1;27;100000;111;111;111;0.5489146186901313;1.462984636057313;TRUE;1.0E-7
noID imported from (data/javert/Figure 06.pnml);0;0;0;0;6;6;6;6;0.5514630897455963;1.4655712318767689;TRUE;1.0E-7;MdM;0;0;0;1;7;7;7;7;0.15416280018055004;1.1127756841003902;TRUE;1.0E-7;4bc47441-1c67-4869-91c0-56f2af8474b6;0;0;0;0;7;7;7;7;0.15416280005865537;1.1127756840063707;TRUE;1.0E-7
