model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
noID imported from (data/javert/Figure 13b.pnml);0;0;0;1;10;5;5;5;0.40568523137582796;1.3247179572447492;TRUE;1.0E-7;Log9 (from noID imported from (data/javert/Figure 13b.pnml));0;0;0;1;5;7;7;7;0.26689569693028575;1.2032160334896485;TRUE;1.0E-7;Log9 (from noID imported from (data/javert/Figure 13b.pnml));0;0;0;1;5;7;7;7;0.26689569693028575;1.2032160334896485;TRUE;1.0E-7
851f3368-d4b6-46c2-948b-e2a6c88792ab;0;1;0;0;12;6;6;6;0.18234160805986102;1.1347241384015212;TRUE;1.0E-7;Log9 (from noID imported from (data/javert/Figure 13b.pnml));0;0;0;1;5;6;6;6;0.18234160805986244;1.1347241384015223;TRUE;1.0E-7;Log9 (from noID imported from (data/javert/Figure 13b.pnml));0;0;0;1;5;7;7;7;0.2668956970123314;1.203216033558075;TRUE;1.0E-7
noID imported from (data/javert/Figure 13b.pnml);0;0;0;1;5;5;5;5;0.40568523137582485;1.3247179572447463;TRUE;1.0E-7;MdM;0;0;1;0;6;6;6;6;0.18234160805985902;1.1347241384015196;TRUE;1.0E-7;851f3368-d4b6-46c2-948b-e2a6c88792ab;0;0;0;0;6;6;6;6;0.18234160805985963;1.13472413840152;TRUE;1.0E-7
