model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
noID imported from (data/javert/Figure 12.pnml);0;0;0;1;28;10;10;10;2.584962548440214;6.000000198457986;TRUE;1.0E-7;Log7 (from noID imported from (data/javert/Figure 12.pnml));0;2;212;9441;1000;4899;4899;4899;0.6305427754038057;1.5481473329975977;TRUE;3.375E-7;Log7 (from noID imported from (data/javert/Figure 12.pnml));0;2;212;9441;1000;4899;4899;4899;0.6305427754038057;1.5481473329975977;TRUE;3.375E-7
a3f8b442-492e-4c81-a5e3-5feedd4cae62;0;0;1;296;61;80;80;80;0.9110646451894665;1.8804326627434595;TRUE;2.25E-7;Log7 (from noID imported from (data/javert/Figure 12.pnml));0;0;2;122;1000;115;115;115;0.5508072025985916;1.4649050960440029;TRUE;1.0E-7;Log7 (from noID imported from (data/javert/Figure 12.pnml));0;1;212;2114;1000;4899;4899;4899;0.6305427754037843;1.5481473329975748;TRUE;1.0E-7
noID imported from (data/javert/Figure 12.pnml);0;1;0;2;10;10;10;10;2.584962548440216;6.000000198457993;TRUE;1.0E-7;MdM;0;0;1;1647;80;80;80;80;0.911064645189454;1.8804326627434433;TRUE;8.649755859375E-6;a3f8b442-492e-4c81-a5e3-5feedd4cae62;0;0;2;642;80;80;80;80;0.9110646451894846;1.880432662743483;TRUE;5.0625E-7
