,model_name,model_timeMillis,model_timeDeterminization,model_timeMinimization,model_timeEigen,model_netSize,model_automatonSizeOrig,model_automatonSizeDeterministic,model_automatonSize,model_entropy,model_largestEigenValue,model_entropyComputationConverged,model_convergenceThreshold,logModel_name,logModel_timeMillis,logModel_timeDeterminization,logModel_timeMinimization,logModel_timeEigen,logModel_netSize,logModel_automatonSizeOrig,logModel_automatonSizeDeterministic,logModel_automatonSize,logModel_entropy,logModel_largestEigenValue,logModel_entropyComputationConverged,logModel_convergenceThreshold,log_name,log_timeMillis,log_timeDeterminization,log_timeMinimization,log_timeEigen,log_netSize,log_automatonSizeOrig,log_automatonSizeDeterministic,log_automatonSize,log_entropy,log_largestEigenValue,log_entropyComputationConverged,log_convergenceThreshold,type,Precision,Recall,logSize,source
0,noID imported from (data/javert/Figure 10.pnml),0,1,0,1,24,11,11,11,1.5849706442942104,3.0000169341319003,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,30,46,46,46,0.3056932699673495,1.236012445542588,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,30,46,46,46,0.3056932699673495,1.236012445542588,True,1e-07,log-model,0.41200182288312537,1.0,30,Figure 10.pnml
1,9433257e-5419-48ef-93e8-d7a36767d3fe,0,0,1,2291,36,18,18,18,0.3083397045789268,1.2382818288790998,True,0.00033252567300796513,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,1,30,15,15,15,0.1879017445433349,1.1391057952187729,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2,30,46,46,46,0.30569326996734897,1.2360124455425876,True,1e-07,log-md,0.9199083509526247,0.921597350679366,30,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,11,11,11,11,1.5849706442942109,3.000016934131902,True,1e-07,MdM,0,0,0,2256,18,18,18,18,0.3083397045789366,1.2382818288791082,True,0.00033252567300796513,9433257e-5419-48ef-93e8-d7a36767d3fe,0,0,0,2189,18,18,18,18,0.3083397045789467,1.2382818288791169,True,0.00022168378200531006,md-m,0.41275827972531853,0.999999999999993,30,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,24,11,11,11,1.5849706442942084,3.0000169341318963,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,2,11,100,135,135,135,0.375296353612586,1.2971059744777638,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,2,11,100,135,135,135,0.375296353612586,1.2971059744777638,True,1e-07,log-model,0.4323662175770693,1.0,100,Figure 10.pnml
1,a9129d8d-f7f7-4de5-ad88-8ebeabaeec71,0,1,0,1,46,12,12,12,1.0211036308348846,2.0294708677024462,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,5,100,31,31,31,0.34161317020289744,1.2671727094821654,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,4,13,100,135,135,135,0.37529635361256425,1.2971059744777442,True,1e-07,log-md,0.6243857596816481,0.9769230382215833,100,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,1,0,1,11,11,11,11,1.5849706442942089,3.0000169341318976,True,1e-07,MdM,0,0,1,1,12,12,12,12,1.0211036308348618,2.0294708677024142,True,1e-07,a9129d8d-f7f7-4de5-ad88-8ebeabaeec71,0,0,0,1,12,12,12,12,1.0211036308348986,2.0294708677024658,True,1e-07,md-m,0.6764864706637643,0.9999999999999746,100,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,24,11,11,11,1.5849706442942104,3.0000169341319003,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,18,50,90,90,90,0.34398632232204324,1.2692588525715487,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,18,50,90,90,90,0.34398632232204324,1.2692588525715487,True,1e-07,log-model,0.42308389600434965,1.0,50,Figure 10.pnml
1,cbf04a6d-08fd-4169-83d4-16d7de9feb64,0,1,0,2,46,12,12,12,1.0211036308348826,2.029470867702444,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,5,50,25,25,25,0.3080277363719157,1.2380140919099094,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,3,28,50,90,90,90,0.343986322322051,1.2692588525715556,True,1e-07,log-md,0.6100181636563526,0.9753834605145015,50,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,11,11,11,11,1.5849706442942109,3.0000169341319016,True,1e-07,MdM,0,0,0,2,12,12,12,12,1.0211036308348596,2.0294708677024107,True,1e-07,cbf04a6d-08fd-4169-83d4-16d7de9feb64,0,1,0,2,12,12,12,12,1.0211036308348904,2.029470867702454,True,1e-07,md-m,0.6764864706637622,0.9999999999999786,50,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,24,11,11,11,1.5849706442942098,3.0000169341318994,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,0,1,14,14,14,0.0,1.0,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,0,1,14,14,14,0.0,1.0,True,1e-07,log-model,0.3333314517737431,1.0,1,Figure 10.pnml
1,41b16bff-7d46-4073-beba-ab6b7a570a10,0,1,0,1,28,12,12,12,0.18099590034790133,1.133666191277376,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,0,1,14,14,14,0.0,1.0,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,0,1,14,14,14,0.0,1.0,True,1e-07,log-md,0.8820938718065099,1.0,1,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,11,11,11,11,1.5849706442942089,3.000016934131897,True,1e-07,MdM,0,0,0,2,12,12,12,12,0.18099590034789934,1.1336661912773744,True,1e-07,41b16bff-7d46-4073-beba-ab6b7a570a10,0,0,1,1,12,12,12,12,0.180995900347903,1.1336661912773771,True,1e-07,md-m,0.3778865973652975,0.9999999999999977,1,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,24,11,11,11,1.5849706442942089,3.0000169341318976,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,4,11,300,221,221,221,0.4457760945863016,1.3620466294078049,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,4,11,300,221,221,221,0.4457760945863016,1.3620466294078049,True,1e-07,log-model,0.45401298036403737,1.0,300,Figure 10.pnml
1,71ecc052-138f-4e95-a1e8-4c17521fbc9d,0,1,0,2164,36,18,18,18,0.3083397045789405,1.2382818288791115,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,2137,300,18,18,18,0.308339704578934,1.238281828879106,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,4,10,300,221,221,221,0.4457760945862921,1.362046629407796,True,1e-07,log-md,0.9999999999999956,0.909133213315537,300,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,11,11,11,11,1.5849706442942118,3.0000169341319034,True,1e-07,MdM,0,0,0,2145,18,18,18,18,0.3083397045789159,1.2382818288790904,True,0.00022168378200531006,71ecc052-138f-4e95-a1e8-4c17521fbc9d,0,1,0,2148,18,18,18,18,0.30833970457894283,1.2382818288791135,True,0.00022168378200531006,md-m,0.4127582797253124,0.9999999999999813,300,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,1,0,1,24,11,11,11,1.5849706442942095,3.0000169341318985,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2,2,15,15,15,0.07410931924407133,1.0527109201475602,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2,2,15,15,15,0.07410931924407133,1.0527109201475602,True,1e-07,log-model,0.3509016593108593,1.0,2,Figure 10.pnml
1,dc5c1bbc-5250-44aa-ac83-c54e49aac142,0,0,0,2,31,14,14,14,0.12522486333916186,1.0906777161435592,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,0,2,0,0,0,0.0,0.0,True,1e-05,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,1,2,15,15,15,0.07410931924410115,1.052710920147582,True,1e-07,log-md,0.0,0.0,2,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,11,11,11,11,1.5849706442942126,3.0000169341319047,True,1e-07,MdM,0,0,0,1,14,14,14,14,0.12522486333916394,1.0906777161435608,True,1e-07,dc5c1bbc-5250-44aa-ac83-c54e49aac142,0,0,0,2,14,14,14,14,0.1252248633388009,1.0906777161432863,True,1e-07,md-m,0.363557186539403,1.0000000000002516,2,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,24,11,11,11,1.5849706442942118,3.0000169341319034,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,3,9,21,21,21,0.2063252585979928,1.153745690106364,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,3,9,21,21,21,0.2063252585979928,1.153745690106364,True,1e-07,log-model,0.384579725860853,1.0,9,Figure 10.pnml
1,e7de715c-5e36-40d6-ba02-ff026bad467a,0,1,0,2185,40,18,18,18,0.2515526953344829,1.190487683851402,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,1,9,12,12,12,0.0870135572933876,1.0621691678642464,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,9,21,21,21,0.2063252585979889,1.1537456901063607,True,1e-07,log-md,0.8922134871886903,0.9206267698094958,9,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,11,11,11,11,1.5849706442942124,3.0000169341319047,True,1e-07,MdM,0,0,0,2335,18,18,18,18,0.2515526953344775,1.1904876838513976,True,0.0004987885095119476,e7de715c-5e36-40d6-ba02-ff026bad467a,0,0,1,2178,18,18,18,18,0.25155269533448743,1.1904876838514058,True,0.00022168378200531006,md-m,0.3968269879769466,0.9999999999999931,9,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,1,0,1,24,11,11,11,1.5849706442942106,3.000016934131901,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,37,112,10000,2274,2274,2274,0.6182291102591789,1.5349898439779048,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,37,112,10000,2274,2274,2274,0.6182291102591789,1.5349898439779048,True,1e-07,log-model,0.5116603931511062,1.0,10000,Figure 10.pnml
1,b6c5dc1f-305b-4dba-865d-62a8f705129a,0,0,0,2232,36,18,18,18,0.30833970457895604,1.2382818288791249,True,0.00033252567300796513,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2143,10000,18,18,18,0.30833970457894777,1.2382818288791178,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,37,81,10000,2274,2274,2274,0.6182291102591719,1.5349898439778973,True,1e-07,log-md,0.9999999999999942,0.8067035972499556,10000,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,11,11,11,11,1.5849706442942089,3.0000169341318976,True,1e-07,MdM,0,0,0,2143,18,18,18,18,0.308339704578932,1.2382818288791042,True,0.00022168378200531006,b6c5dc1f-305b-4dba-865d-62a8f705129a,0,0,0,2267,18,18,18,18,0.3083397045789501,1.2382818288791198,True,0.00033252567300796513,md-m,0.4127582797253178,0.9999999999999875,10000,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,1,0,2,24,11,11,11,1.5849706442942078,3.0000169341318954,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,3,11,75,124,124,124,0.3620318909147037,1.2852347473949155,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,3,11,75,124,124,124,0.3620318909147037,1.2852347473949155,True,1e-07,log-model,0.4284091642192078,1.0,75,Figure 10.pnml
1,b2a48233-03fe-4350-ba54-714dfb775264,0,0,1,1,46,12,12,12,1.0211036308348802,2.02947086770244,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2590,75,27,27,27,0.321713657876866,1.2498142182957632,True,0.0004987885095119476,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,3,17,75,124,124,124,0.36203189091471294,1.285234747394924,True,1e-07,log-md,0.6158325493534555,0.97244042057612,75,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,11,11,11,11,1.5849706442942109,3.0000169341319016,True,1e-07,MdM,0,0,0,1,12,12,12,12,1.0211036308348826,2.029470867702444,True,1e-07,b2a48233-03fe-4350-ba54-714dfb775264,0,0,0,1,12,12,12,12,1.0211036308348769,2.029470867702435,True,1e-07,md-m,0.6764864706637733,1.0000000000000044,75,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,1,0,1,24,11,11,11,1.5849706442942104,3.0000169341319007,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,1,5,19,19,19,0.1654360017442636,1.121504960623065,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,1,5,19,19,19,0.1654360017442636,1.121504960623065,True,1e-07,log-model,0.37383287669594073,1.0,5,Figure 10.pnml
1,0361a29e-5f9e-4ff8-90a8-83541230ba21,0,0,0,2,40,13,13,13,0.489888972769579,1.4043367963307372,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2,5,15,15,15,0.11651455076906365,1.0841125568503371,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2,5,19,19,19,0.16543600174426415,1.1215049606230654,True,1e-07,log-md,0.7719747568267922,0.9666587263671537,5,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,11,11,11,11,1.5849706442942095,3.0000169341318985,True,1e-07,MdM,0,0,0,2,13,13,13,13,0.4898889727695857,1.4043367963307434,True,1e-07,0361a29e-5f9e-4ff8-90a8-83541230ba21,0,0,1,1,13,13,13,13,0.4898889727695793,1.4043367963307372,True,1e-07,md-m,0.46810962310021426,1.0000000000000044,5,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,24,11,11,11,1.5849706442942084,3.0000169341318967,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,6,21,21,21,0.18237049731287955,1.1347468609173879,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,6,21,21,21,0.18237049731287955,1.1347468609173879,True,1e-07,log-model,0.378246818545291,1.0,6,Figure 10.pnml
1,8c516775-09b3-4478-87ab-f872cb5abe87,0,1,0,2151,39,18,18,18,0.2345370494353666,1.1765291368158808,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,0,6,12,12,12,0.0,1.0,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,3,6,21,21,21,0.18237049731287985,1.1347468609173883,True,1e-07,log-md,0.8499577007556027,0.8812538147860995,6,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,1,1,11,11,11,11,1.5849706442942102,3.0000169341319003,True,1e-07,MdM,0,0,1,2125,18,18,18,18,0.2345370494353685,1.1765291368158826,True,0.00022168378200531006,8c516775-09b3-4478-87ab-f872cb5abe87,0,0,0,2140,18,18,18,18,0.2345370494353813,1.176529136815893,True,0.00022168378200531006,md-m,0.3921741652289469,0.9999999999999911,6,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,24,11,11,11,1.5849706442942109,3.0000169341319016,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,3,4,19,19,19,0.1365302120270944,1.0992581371722352,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,0,3,4,19,19,19,0.1365302120270944,1.0992581371722352,True,1e-07,log-model,0.3664173107377214,1.0,4,Figure 10.pnml
1,8bc87bd7-3fc4-4864-81f6-01fae98eef77,0,0,0,2,40,13,13,13,0.48988897276957705,1.4043367963307352,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,4,15,15,15,0.06899395846112992,1.0489849347570963,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,3,4,19,19,19,0.13653021202710194,1.099258137172241,True,1e-07,log-md,0.7469610833369135,0.9542662449199888,4,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,11,11,11,11,1.5849706442942089,3.0000169341318976,True,1e-07,MdM,0,0,0,2,13,13,13,13,0.489888972769587,1.4043367963307447,True,1e-07,8bc87bd7-3fc4-4864-81f6-01fae98eef77,0,0,0,1,13,13,13,13,0.4898889727695811,1.404336796330739,True,1e-07,md-m,0.46810962310021487,1.0000000000000042,4,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,24,11,11,11,1.5849706442942118,3.000016934131903,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,13,40,3000,924,924,924,0.5638388292959449,1.478197285211408,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,1,13,40,3000,924,924,924,0.5638388292959449,1.478197285211408,True,1e-07,log-model,0.4927296470875239,1.0,3000,Figure 10.pnml
1,1a741727-60e1-4cd9-92c9-ea1ec422ba28,0,0,0,2164,36,18,18,18,0.3083397045789397,1.2382818288791109,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2233,3000,18,18,18,0.3083397045789403,1.238281828879111,True,0.00033252567300796513,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,14,30,3000,924,924,924,0.5638388292959317,1.4781972852113945,True,1e-07,log-md,1.0000000000000002,0.837697269009682,3000,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,11,11,11,11,1.5849706442942089,3.0000169341318976,True,1e-07,MdM,0,1,0,2232,18,18,18,18,0.3083397045789449,1.2382818288791153,True,0.00033252567300796513,1a741727-60e1-4cd9-92c9-ea1ec422ba28,0,0,0,2187,18,18,18,18,0.3083397045789444,1.2382818288791149,True,0.00022168378200531006,md-m,0.41275827972532153,1.0000000000000004,3000,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,24,11,11,11,1.5849706442942089,3.0000169341318976,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,20,31,31,31,0.2666397708596994,1.203002608592851,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,20,31,31,31,0.2666397708596994,1.203002608592851,True,1e-07,log-model,0.4009986060098553,1.0,20,Figure 10.pnml
1,cba89dbf-6ed7-4969-90ab-fd220d92e6d2,0,0,0,2212,36,18,18,18,0.3083397045789353,1.2382818288791069,True,0.00022168378200531006,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,1,20,13,13,13,0.13241758085617794,1.0961289895839958,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,2,20,31,31,31,0.2666397708597037,1.2030026085928542,True,1e-07,log-md,0.8852015462232957,0.911160941592747,20,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,0,2,11,11,11,11,1.5849706442942104,3.0000169341319003,True,1e-07,MdM,0,0,1,2275,18,18,18,18,0.3083397045789537,1.2382818288791229,True,0.00033252567300796513,cba89dbf-6ed7-4969-90ab-fd220d92e6d2,0,0,0,2354,18,18,18,18,0.30833970457892346,1.2382818288790969,True,0.0004987885095119476,md-m,0.4127582797253237,1.0000000000000209,20,Figure 10.pnml
0,noID imported from (data/javert/Figure 10.pnml),0,0,0,1,24,11,11,11,1.5849706442942102,3.0000169341319003,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,4,40,58,58,58,0.3254820320929133,1.2530830477756505,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,4,40,58,58,58,0.3254820320929133,1.2530830477756505,True,1e-07,log-model,0.4176919915081242,1.0,40,Figure 10.pnml
1,ef6e13ac-de31-4c49-888b-0653a9e884e2,0,0,0,2424,36,18,18,18,0.3083397045789372,1.2382818288791086,True,0.0004987885095119476,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,1,1,40,15,15,15,0.21029691805268988,1.1569262639827285,True,1e-07,Log5 (from noID imported from (data/javert/Figure 10.pnml)),0,0,0,2,40,58,58,58,0.32548203209290943,1.2530830477756472,True,1e-07,log-md,0.934299637611558,0.9232638379685951,40,Figure 10.pnml
2,noID imported from (data/javert/Figure 10.pnml),0,0,1,1,11,11,11,11,1.5849706442942109,3.000016934131902,True,1e-07,MdM,0,0,0,2163,18,18,18,18,0.3083397045789493,1.238281828879119,True,0.00022168378200531006,ef6e13ac-de31-4c49-888b-0653a9e884e2,0,0,0,2266,18,18,18,18,0.3083397045789353,1.2382818288791069,True,0.00033252567300796513,md-m,0.4127582797253222,1.0000000000000098,40,Figure 10.pnml
0,noID imported from (data/javert/Figure 01.pnml),0,1,0,1,12,6,6,6,0.3619918006958033,1.285199033245353,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,1,0,2,10,8,8,8,0.22813755475300146,1.171321856384543,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,1,0,2,10,8,8,8,0.22813755475300146,1.171321856384543,True,1e-07,log-model,0.9113933531577205,1.0,10,Figure 01.pnml
1,ed98b1c4-a386-4a37-a245-a20b2f81bbe8,0,1,0,2,14,7,7,7,0.15416280020525652,1.1127756841194467,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,1,10,7,7,7,0.15416280032410454,1.1127756842111165,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,1,0,1,10,8,8,8,0.22813755475297984,1.1713218563845251,True,1e-07,log-md,1.0000000000823794,0.9500170069786618,10,Figure 01.pnml
2,noID imported from (data/javert/Figure 01.pnml),0,0,1,1,6,6,6,6,0.3619918006958003,1.2851990332453502,True,1e-07,MdM,0,1,0,1,7,7,7,7,0.15416280041181613,1.1127756842787695,True,1e-07,ed98b1c4-a386-4a37-a245-a20b2f81bbe8,0,0,1,1,7,7,7,7,0.15416280034736188,1.1127756842290548,True,1e-07,md-m,0.8658391855997729,1.0000000000446763,10,Figure 01.pnml
0,noID imported from (data/javert/Figure 01.pnml),0,1,0,0,12,6,6,6,0.3619918006958048,1.285199033245354,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,4,100000,24,24,24,0.3606741012031816,1.284025720167156,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,4,100000,24,24,24,0.3606741012031816,1.284025720167156,True,1e-07,log-model,0.9990870572978606,1.0,100000,Figure 01.pnml
1,c3ee3b3d-6831-4638-a077-10e7995a1f57,0,0,0,0,14,7,7,7,0.15416280048464845,1.1127756843349466,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,1,0,0,100000,7,7,7,0.15416280045726846,1.112775684313828,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,3,100000,24,24,24,0.3606741012031768,1.2840257201671517,True,1e-07,log-md,0.9999999999810216,0.8666303694983377,100000,Figure 01.pnml
2,noID imported from (data/javert/Figure 01.pnml),0,1,0,0,6,6,6,6,0.3619918006958016,1.2851990332453511,True,1e-07,MdM,0,0,0,1,7,7,7,7,0.15416280028811766,1.1127756841833591,True,1e-07,c3ee3b3d-6831-4638-a077-10e7995a1f57,0,0,0,1,7,7,7,7,0.15416280040846264,1.1127756842761831,True,1e-07,md-m,0.8658391855255345,0.9999999999165834,100000,Figure 01.pnml
0,noID imported from (data/javert/Figure 01.pnml),0,1,0,0,12,6,6,6,0.3619918006957989,1.285199033245349,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,2,1000,16,16,16,0.34688337354706794,1.2718101903460857,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,2,1000,16,16,16,0.34688337354706794,1.2718101903460857,True,1e-07,log-model,0.9895822806017415,1.0,1000,Figure 01.pnml
1,77641168-ab3c-4b05-a7ea-6f662118ca3b,0,1,0,1,14,7,7,7,0.15416280042517938,1.1127756842890772,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,1,1000,7,7,7,0.1541628002461961,1.112775684151024,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,0,3,1000,16,16,16,0.3468833735470672,1.271810190346085,True,1e-07,log-md,0.9999999998759378,0.8749542129775005,1000,Figure 01.pnml
2,noID imported from (data/javert/Figure 01.pnml),0,1,0,1,6,6,6,6,0.3619918006957996,1.2851990332453491,True,1e-07,MdM,0,1,0,2,7,7,7,7,0.15416280042048122,1.1127756842854533,True,1e-07,77641168-ab3c-4b05-a7ea-6f662118ca3b,0,1,0,2,7,7,7,7,0.15416280047255276,1.112775684325617,True,1e-07,md-m,0.8658391856049742,0.9999999999639068,1000,Figure 01.pnml
0,noID imported from (data/javert/Figure 01.pnml),0,0,1,0,12,6,6,6,0.3619918006957977,1.2851990332453478,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,1,1,7,8,8,8,0.228137554753008,1.1713218563845478,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,1,1,7,8,8,8,0.228137554753008,1.1713218563845478,True,1e-07,log-model,0.911393353157728,1.0,7,Figure 01.pnml
1,6da040b9-0d58-4a5b-a8f6-94bb5d433c58,0,1,0,1,14,7,7,7,0.1541628004463346,1.1127756843053944,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,1,1,7,7,7,7,0.15416280036702762,1.1127756842442236,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,1,1,7,8,8,8,0.2281375547657408,1.1713218563948855,True,1e-07,log-md,0.9999999999450286,0.9500170069985235,7,Figure 01.pnml
2,noID imported from (data/javert/Figure 01.pnml),0,0,1,1,6,6,6,6,0.36199180069580056,1.2851990332453502,True,1e-07,MdM,0,0,1,1,7,7,7,7,0.15416280040134142,1.1127756842706904,True,1e-07,6da040b9-0d58-4a5b-a8f6-94bb5d433c58,0,0,1,1,7,7,7,7,0.15416280039739924,1.1127756842676495,True,1e-07,md-m,0.8658391855934866,1.0000000000027327,7,Figure 01.pnml
0,noID imported from (data/javert/Figure 01.pnml),0,1,1,1,12,6,6,6,0.3619918006958008,1.2851990332453505,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,1,0,1,3,8,8,8,0.2281375547529971,1.1713218563845391,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,1,0,1,3,8,8,8,0.2281375547529971,1.1713218563845391,True,1e-07,log-model,0.9113933531577193,1.0,3,Figure 01.pnml
1,a2d1303f-c368-4c72-a589-e98b163b612d,0,0,1,1,14,7,7,7,0.1541628002794128,1.1127756841766447,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,1,2,3,7,7,7,0.15416280023624476,1.1127756841433485,True,1e-07,Log1 (from noID imported from (data/javert/Figure 01.pnml)),0,0,1,2,3,8,8,8,0.2281375547529973,1.1713218563845391,True,1e-07,log-md,0.9999999999700782,0.9500170069207944,3,Figure 01.pnml
