model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
noID imported from (data/javert/Figure 05.pnml);0;0;1;0;12;5;5;5;1.0443141481088904;2.0623856749859466;TRUE;1.0E-7;Log2 (from noID imported from (data/javert/Figure 05.pnml));0;1;8;116;100000;1062;1062;1062;0.8567005773232717;1.8108920872726124;TRUE;1.0E-7;Log2 (from noID imported from (data/javert/Figure 05.pnml));0;1;8;116;100000;1062;1062;1062;0.8567005773232717;1.8108920872726124;TRUE;1.0E-7
1fb6a5da-1c00-486d-a616-c53dd8786f1a;0;1;0;2;21;8;8;8;0.4870996400618762;1.4016242492362332;TRUE;1.0E-7;Log2 (from noID imported from (data/javert/Figure 05.pnml));0;0;0;3;100000;8;8;8;0.4870996400618714;1.4016242492362285;TRUE;1.0E-7;Log2 (from noID imported from (data/javert/Figure 05.pnml));0;1;8;57;100000;1062;1062;1062;0.8567005773232688;1.8108920872726089;TRUE;1.0E-7
noID imported from (data/javert/Figure 05.pnml);0;0;0;1;5;5;5;5;1.0443141481088911;2.0623856749859475;TRUE;1.0E-7;MdM;0;1;0;0;3;3;3;3;3.2034265038149176E-16;1.0000000000000002;TRUE;1.0E-7;1fb6a5da-1c00-486d-a616-c53dd8786f1a;0;0;0;3;8;8;8;8;0.4870996400618737;1.4016242492362307;TRUE;1.0E-7
