model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
noID imported from (data/javert/Figure 05.pnml);0;1;0;0;12;5;5;5;1.044314148108887;2.0623856749859417;TRUE;1.0E-7;Log4 (from noID imported from (data/javert/Figure 05.pnml));0;1;0;16;30;14;14;14;0.49825961720605766;1.4125085665768788;TRUE;1.0E-7;Log4 (from noID imported from (data/javert/Figure 05.pnml));0;1;0;16;30;14;14;14;0.49825961720605766;1.4125085665768788;TRUE;1.0E-7
6797e23a-3552-4027-aca8-92bb1a806ac3;0;1;0;3;21;8;8;8;0.4870996400618746;1.4016242492362316;TRUE;1.0E-7;Log4 (from noID imported from (data/javert/Figure 05.pnml));0;0;0;1;30;6;6;6;0.41983634032421924;1.3377757885677575;TRUE;1.0E-7;Log4 (from noID imported from (data/javert/Figure 05.pnml));0;0;0;14;30;14;14;14;0.4982596172060563;1.4125085665768775;TRUE;1.0E-7
noID imported from (data/javert/Figure 05.pnml);0;1;0;1;5;5;5;5;1.0443141481088896;2.0623856749859453;TRUE;1.0E-7;MdM;0;0;0;4;8;8;8;8;0.4870996400618718;1.401624249236229;TRUE;1.0E-7;6797e23a-3552-4027-aca8-92bb1a806ac3;0;0;0;4;8;8;8;8;0.4870996400618746;1.4016242492362316;TRUE;1.0E-7
