model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
M;0;1;5;40;35;36;36;36;1.1946270281027376;2.2888565194011696;TRUE;1.0E-7;L;0;11;1318;2134;10000;14140;14140;14140;0.9680026154900386;1.9561304931986698;TRUE;1.0E-7;L;0;11;1318;2134;10000;14140;14140;14140;0.9680026154900386;1.9561304931986698;TRUE;1.0E-7
7ce7fc7a-8590-4b78-96ed-453ec99a29f9;0;1;0;29;39;36;36;36;1.1946270281027382;2.2888565194011705;TRUE;1.0E-7;L;0;9;1758;25170;10000;14140;14140;14140;0.9680026154900472;1.9561304931986814;TRUE;1.5E-7;L;0;9;1758;25170;10000;14140;14140;14140;0.9680026154900472;1.9561304931986814;TRUE;1.5E-7
Md;0;1;1;46;36;36;36;36;1.1946270281027394;2.2888565194011723;TRUE;1.0E-7;MdM;0;0;1;35;36;36;36;36;1.1946270281027391;2.288856519401172;TRUE;1.0E-7;7ce7fc7a-8590-4b78-96ed-453ec99a29f9;0;0;1;27;36;36;36;36;1.1946270281027396;2.2888565194011727;TRUE;1.0E-7
