model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
M;0;1;1;29;35;36;36;36;1.194627028102734;2.288856519401164;TRUE;1.0E-7;L;0;0;4;133;10;95;95;95;0.3386099182034664;1.26453758527245;TRUE;1.5E-7;L;0;0;4;133;10;95;95;95;0.3386099182034664;1.26453758527245;TRUE;1.5E-7
c0c978f2-0ac1-4a3f-a5d6-edd249ec5e06;0;1;1;34;39;36;36;36;1.1946270281027345;2.2888565194011647;TRUE;1.0E-7;L;0;1;4;11;10;95;95;95;0.338609918203471;1.264537585272454;TRUE;1.0E-7;L;0;1;4;11;10;95;95;95;0.338609918203471;1.264537585272454;TRUE;1.0E-7
Md;0;1;1;37;36;36;36;36;1.1946270281027354;2.288856519401166;TRUE;1.0E-7;MdM;0;1;1;31;36;36;36;36;1.1946270281027356;2.2888565194011665;TRUE;1.0E-7;c0c978f2-0ac1-4a3f-a5d6-edd249ec5e06;0;0;1;22;36;36;36;36;1.1946270281027382;2.2888565194011705;TRUE;1.0E-7
