model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
M;0;0;1;15;35;36;36;36;1.1946270281027351;2.2888565194011656;TRUE;1.0E-7;L;0;34;10173;282699;30000;35843;35843;35843;0.9795164588139766;1.9718044179809202;TRUE;2.25E-7;L;0;34;10173;282699;30000;35843;35843;35843;0.9795164588139766;1.9718044179809202;TRUE;2.25E-7
3e6bde04-7a7e-4889-9a1d-f2753eb04398;0;0;1;24;39;36;36;36;1.1946270281027438;2.2888565194011794;TRUE;1.0E-7;L;0;19;11167;7946;30000;35843;35843;35843;0.97951645881398;1.9718044179809249;TRUE;1.0E-7;L;0;19;11167;7946;30000;35843;35843;35843;0.97951645881398;1.9718044179809249;TRUE;1.0E-7
Md;0;0;1;41;36;36;36;36;1.1946270281027305;2.288856519401158;TRUE;1.0E-7;MdM;0;0;0;24;36;36;36;36;1.1946270281027405;2.288856519401174;TRUE;1.0E-7;3e6bde04-7a7e-4889-9a1d-f2753eb04398;0;0;1;39;36;36;36;36;1.194627028102735;2.288856519401165;TRUE;1.0E-7
