model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
M;0;0;1;26;35;36;36;36;1.1946270281027334;2.288856519401163;TRUE;1.0E-7;L;0;1;64;20573;300;982;982;982;0.7451555408088828;1.676154970342741;TRUE;0.01917510592328841;L;0;1;64;20573;300;982;982;982;0.7451555408088828;1.676154970342741;TRUE;0.01917510592328841
3d619311-37be-405c-b170-fba450b6460e;0;0;1;27;39;36;36;36;1.1946270281027374;2.288856519401169;TRUE;1.0E-7;L;0;2;49;20712;300;982;982;982;0.7451555408088903;1.6761549703427496;TRUE;0.028762658884932613;L;0;2;49;20712;300;982;982;982;0.7451555408088903;1.6761549703427496;TRUE;0.028762658884932613
Md;0;1;2;33;36;36;36;36;1.1946270281027436;2.288856519401179;TRUE;1.0E-7;MdM;0;1;2;26;36;36;36;36;1.194627028102741;2.288856519401175;TRUE;1.0E-7;3d619311-37be-405c-b170-fba450b6460e;0;1;1;22;36;36;36;36;1.1946270281027354;2.288856519401166;TRUE;1.0E-7
