model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
M;0;0;1;28;35;36;36;36;1.1946270281027298;2.288856519401157;TRUE;1.0E-7;L;0;4;411;877;3000;5320;5320;5320;0.9245872271342489;1.898141082600271;TRUE;1.0E-7;L;0;4;411;877;3000;5320;5320;5320;0.9245872271342489;1.898141082600271;TRUE;1.0E-7
728dfdcf-125c-4c48-a4cd-c595a9f15aa2;0;1;0;17;39;36;36;36;1.194627028102734;2.288856519401164;TRUE;1.0E-7;L;0;4;399;5228;3000;5320;5320;5320;0.9245872271342562;1.8981410826002807;TRUE;1.5E-7;L;0;4;399;5228;3000;5320;5320;5320;0.9245872271342562;1.8981410826002807;TRUE;1.5E-7
Md;0;1;1;27;36;36;36;36;1.1946270281027356;2.2888565194011665;TRUE;1.0E-7;MdM;0;0;1;29;36;36;36;36;1.194627028102741;2.2888565194011745;TRUE;1.0E-7;728dfdcf-125c-4c48-a4cd-c595a9f15aa2;0;1;1;26;36;36;36;36;1.1946270281027396;2.2888565194011727;TRUE;1.0E-7
