model_name;model_timeMillis;model_timeDeterminization;model_timeMinimization;model_timeEigen;model_netSize;model_automatonSizeOrig;model_automatonSizeDeterministic;model_automatonSize;model_entropy;model_largestEigenValue;model_entropyComputationConverged;model_convergenceThreshold;logModel_name;logModel_timeMillis;logModel_timeDeterminization;logModel_timeMinimization;logModel_timeEigen;logModel_netSize;logModel_automatonSizeOrig;logModel_automatonSizeDeterministic;logModel_automatonSize;logModel_entropy;logModel_largestEigenValue;logModel_entropyComputationConverged;logModel_convergenceThreshold;log_name;log_timeMillis;log_timeDeterminization;log_timeMinimization;log_timeEigen;log_netSize;log_automatonSizeOrig;log_automatonSizeDeterministic;log_automatonSize;log_entropy;log_largestEigenValue;log_entropyComputationConverged;log_convergenceThreshold
M;0;1;2;26;35;36;36;36;1.194627028102742;2.2888565194011763;TRUE;1.0E-7;L;0;0;2;56;3;25;25;25;0.13605768716864178;1.0988981569085643;TRUE;1.0E-7;L;0;0;2;56;3;25;25;25;0.13605768716864178;1.0988981569085643;TRUE;1.0E-7
e7f5d839-7415-47ac-bd39-567b46925f0c;0;1;1;1;28;26;26;26;1.0151779072099485;2.021152117760515;TRUE;1.0E-7;L;0;0;1;105;3;25;25;25;0.13605768716863856;1.0988981569085619;TRUE;1.0E-7;L;0;0;1;105;3;25;25;25;0.13605768716863856;1.0988981569085619;TRUE;1.0E-7
Md;0;1;1;32;36;36;36;36;1.1946270281027322;2.288856519401161;TRUE;1.0E-7;MdM;0;1;0;1;26;26;26;26;1.015177907209955;2.021152117760524;TRUE;1.0E-7;e7f5d839-7415-47ac-bd39-567b46925f0c;0;0;1;1;26;26;26;26;1.0151779072099536;2.021152117760522;TRUE;1.0E-7
